road,hour,day_of_week,is_weekend,weather,incidents,congestion_pct
Babək,13,3,0,Dumanlı,0,31
Neftçilər,17,1,0,Dumanlı,0,86
Rəşid Behbudov,0,2,0,Yağışlı,0,48
İstiqlaliyyət,5,0,0,Qarlı,0,53
Heydər Əliyev,21,4,0,Qarlı,0,63
Babək,6,6,1,Açıq,0,16
Neftçilər,20,2,0,Açıq,0,86
Atatürk,12,2,0,Qarlı,0,79
Zərdabi,19,0,0,Dumanlı,0,81
Rəşid Behbudov,10,0,0,Yağışlı,0,61
Atatürk,1,4,0,Dumanlı,0,35
Neftçilər,18,1,0,Qarlı,0,100
Tbilisi,7,1,0,Dumanlı,0,90
Tbilisi,9,6,1,Qarlı,0,74
Babək,11,1,0,Dumanlı,0,51
Babək,12,5,1,Dumanlı,2,84
Neftçilər,2,2,0,Dumanlı,1,65
Heydər Əliyev,18,6,1,Dumanlı,0,43
Babək,2,4,0,Qarlı,2,100
Babək,11,1,0,Yağışlı,0,60
İstiqlaliyyət,22,3,0,Qarlı,0,40
Atatürk,14,5,1,Qarlı,0,81
Tbilisi,16,3,0,Açıq,1,66
Atatürk,23,6,1,Dumanlı,0,34
Ziya Bünyadov,16,3,0,Yağışlı,0,79
Babək,18,4,0,Yağışlı,1,100
Heydər Əliyev,9,3,0,Qarlı,0,91
Tbilisi,21,4,0,Dumanlı,0,25
Neftçilər,1,4,0,Açıq,0,30
Tbilisi,17,1,0,Açıq,0,71
Atatürk,12,6,1,Qarlı,0,70
Tbilisi,2,2,0,Qarlı,0,60
Atatürk,16,4,0,Qarlı,0,80
Atatürk,3,5,1,Dumanlı,0,35
Zərdabi,6,6,1,Dumanlı,0,32
Qara Qarayev,12,2,0,Açıq,0,39
Atatürk,1,2,0,Yağışlı,1,47
Atatürk,4,4,0,Dumanlı,0,32
Heydər Əliyev,22,0,0,Dumanlı,0,26
Ziya Bünyadov,23,1,0,Açıq,0,20
Atatürk,17,3,0,Açıq,1,97
Qara Qarayev,9,3,0,Dumanlı,2,100
Atatürk,10,0,0,Qarlı,0,86
Tbilisi,18,6,1,Yağışlı,0,41
Rəşid Behbudov,1,5,1,Qarlı,1,79
Babək,15,4,0,Qarlı,0,79
Babək,11,3,0,Açıq,1,61
Tbilisi,18,3,0,Yağışlı,0,86
Qara Qarayev,22,2,0,Dumanlı,0,39
Tbilisi,23,5,1,Açıq,0,26
Zərdabi,3,1,0,Açıq,0,17
Atatürk,12,1,0,Yağışlı,0,66
Tbilisi,11,0,0,Dumanlı,0,55
Qara Qarayev,3,0,0,Qarlı,0,52
Ziya Bünyadov,16,4,0,Qarlı,0,100
Neftçilər,14,2,0,Qarlı,0,63
Babək,10,1,0,Yağışlı,0,65
Rəşid Behbudov,8,6,1,Qarlı,0,51
İstiqlaliyyət,5,0,0,Qarlı,0,58
Rəşid Behbudov,22,2,0,Qarlı,1,66
Neftçilər,1,3,0,Açıq,2,68
Atatürk,17,0,0,Yağışlı,0,97
Qara Qarayev,18,6,1,Qarlı,2,100
Zərdabi,14,1,0,Açıq,0,36
Tbilisi,20,3,0,Yağışlı,0,84
Heydər Əliyev,13,6,1,Dumanlı,0,53
Ziya Bünyadov,16,1,0,Açıq,3,100
Atatürk,14,5,1,Açıq,0,48
Ziya Bünyadov,8,6,1,Yağışlı,0,71
Rəşid Behbudov,10,5,1,Qarlı,0,67
Heydər Əliyev,20,6,1,Dumanlı,0,44
Zərdabi,9,4,0,Qarlı,0,100
Zərdabi,19,1,0,Açıq,0,71
İstiqlaliyyət,11,4,0,Qarlı,0,67
Neftçilər,1,1,0,Yağışlı,1,48
Qara Qarayev,14,2,0,Açıq,0,44
Ziya Bünyadov,22,6,1,Yağışlı,0,43
Heydər Əliyev,15,1,0,Açıq,0,36
Atatürk,17,2,0,Qarlı,1,100
Rəşid Behbudov,5,0,0,Dumanlı,0,31
Ziya Bünyadov,2,0,0,Qarlı,2,100
Tbilisi,22,3,0,Qarlı,1,77
Neftçilər,6,0,0,Qarlı,0,58
Rəşid Behbudov,10,5,1,Açıq,1,77
Ziya Bünyadov,13,1,0,Dumanlı,0,74
Neftçilər,18,3,0,Yağışlı,0,93
Atatürk,19,0,0,Qarlı,0,100
Ziya Bünyadov,17,0,0,Yağışlı,1,100
Qara Qarayev,11,1,0,Yağışlı,0,67
Qara Qarayev,15,3,0,Yağışlı,0,45
Tbilisi,3,3,0,Yağışlı,0,48
Qara Qarayev,10,5,1,Yağışlı,0,66
Zərdabi,17,1,0,Yağışlı,0,92
Zərdabi,17,1,0,Qarlı,0,92
Zərdabi,9,1,0,Dumanlı,0,100
Atatürk,23,2,0,Dumanlı,0,38
Tbilisi,13,4,0,Açıq,0,34
Neftçilər,2,3,0,Açıq,0,26
Zərdabi,2,2,0,Qarlı,0,54
Tbilisi,21,3,0,Yağışlı,0,27
Tbilisi,17,5,1,Açıq,1,39
Neftçilər,0,2,0,Dumanlı,0,42
Rəşid Behbudov,7,2,0,Yağışlı,0,89
Heydər Əliyev,4,1,0,Dumanlı,0,31
İstiqlaliyyət,3,4,0,Dumanlı,1,57
Tbilisi,14,1,0,Qarlı,0,68
Qara Qarayev,13,2,0,Qarlı,2,100
Neftçilər,18,6,1,Qarlı,0,60
İstiqlaliyyət,12,3,0,Qarlı,0,63
İstiqlaliyyət,2,5,1,Açıq,0,12
Qara Qarayev,4,0,0,Dumanlı,0,33
Qara Qarayev,2,6,1,Dumanlı,0,36
Qara Qarayev,17,6,1,Açıq,0,34
Atatürk,20,0,0,Yağışlı,0,97
Zərdabi,6,0,0,Dumanlı,0,36
Rəşid Behbudov,1,2,0,Qarlı,0,64
Neftçilər,4,1,0,Qarlı,0,55
Zərdabi,6,4,0,Dumanlı,0,35
Atatürk,21,1,0,Açıq,0,29
Ziya Bünyadov,21,6,1,Qarlı,0,69
Heydər Əliyev,7,1,0,Qarlı,1,100
Ziya Bünyadov,19,3,0,Açıq,3,100
Atatürk,13,4,0,Yağışlı,0,63
Babək,4,1,0,Dumanlı,0,39
Atatürk,0,3,0,Yağışlı,0,35
Heydər Əliyev,23,0,0,Yağışlı,0,40
Babək,15,6,1,Qarlı,0,64
Ziya Bünyadov,16,4,0,Yağışlı,0,79
İstiqlaliyyət,8,0,0,Açıq,0,71
Tbilisi,22,0,0,Dumanlı,0,30
Ziya Bünyadov,20,0,0,Yağışlı,0,90
Tbilisi,8,3,0,Yağışlı,0,82
Neftçilər,2,1,0,Dumanlı,0,39
Atatürk,14,4,0,Yağışlı,0,52
Babək,11,6,1,Qarlı,0,56
Zərdabi,3,2,0,Dumanlı,0,27
Rəşid Behbudov,2,5,1,Açıq,3,69
Neftçilər,6,4,0,Yağışlı,0,48
Heydər Əliyev,9,6,1,Dumanlı,0,36
Rəşid Behbudov,20,0,0,Qarlı,0,95
Neftçilər,3,4,0,Yağışlı,0,31
Neftçilər,19,5,1,Qarlı,0,78
Atatürk,2,4,0,Dumanlı,0,31
Babək,18,1,0,Açıq,0,73
Heydər Əliyev,4,5,1,Qarlı,1,65
Heydər Əliyev,8,1,0,Qarlı,0,86
Qara Qarayev,5,6,1,Açıq,1,41
Zərdabi,1,4,0,Dumanlı,0,32
Babək,20,5,1,Yağışlı,0,60
Babək,22,2,0,Qarlı,0,47
Qara Qarayev,21,0,0,Dumanlı,0,26
Zərdabi,16,0,0,Qarlı,0,83
Tbilisi,9,3,0,Dumanlı,0,85
Tbilisi,0,1,0,Qarlı,1,73
Heydər Əliyev,17,4,0,Yağışlı,1,100
Neftçilər,4,4,0,Dumanlı,0,38
Babək,21,6,1,Yağışlı,0,32
Heydər Əliyev,5,5,1,Dumanlı,0,34
Qara Qarayev,4,2,0,Dumanlı,0,37
Qara Qarayev,15,6,1,Dumanlı,1,69
İstiqlaliyyət,20,4,0,Qarlı,3,100
Tbilisi,16,0,0,Dumanlı,0,34
Tbilisi,16,6,1,Dumanlı,0,38
Heydər Əliyev,16,1,0,Yağışlı,0,61
İstiqlaliyyət,2,3,0,Açıq,0,29
Rəşid Behbudov,0,5,1,Qarlı,0,56
Ziya Bünyadov,6,3,0,Açıq,0,35
Atatürk,3,2,0,Açıq,0,14
Heydər Əliyev,1,3,0,Açıq,0,15
İstiqlaliyyət,17,1,0,Dumanlı,0,82
Tbilisi,17,4,0,Dumanlı,0,89
Babək,7,5,1,Açıq,2,74
Qara Qarayev,11,0,0,Açıq,0,44
Zərdabi,6,4,0,Yağışlı,0,28
İstiqlaliyyət,13,0,0,Açıq,1,61
Atatürk,4,3,0,Açıq,0,29
Rəşid Behbudov,7,1,0,Açıq,0,58
Babək,17,6,1,Dumanlı,0,42
Tbilisi,11,2,0,Açıq,0,50
Heydər Əliyev,21,2,0,Yağışlı,0,30
Babək,14,0,0,Yağışlı,0,66
Atatürk,9,4,0,Yağışlı,0,73
Neftçilər,17,0,0,Qarlı,0,100
Babək,8,2,0,Qarlı,1,100
İstiqlaliyyət,19,2,0,Dumanlı,0,74
Qara Qarayev,6,1,0,Açıq,3,75
Ziya Bünyadov,22,3,0,Yağışlı,0,43
İstiqlaliyyət,4,0,0,Yağışlı,1,69
Heydər Əliyev,20,2,0,Qarlı,0,100
Ziya Bünyadov,6,5,1,Qarlı,0,51
Qara Qarayev,8,3,0,Dumanlı,0,82
Rəşid Behbudov,19,6,1,Açıq,0,47
Zərdabi,0,0,0,Dumanlı,0,32
Zərdabi,3,3,0,Qarlı,0,56
Tbilisi,14,6,1,Yağışlı,1,76
İstiqlaliyyət,17,1,0,Açıq,0,76
Neftçilər,6,1,0,Açıq,0,26
Atatürk,21,4,0,Açıq,0,28
Ziya Bünyadov,4,3,0,Yağışlı,1,62
Neftçilər,1,5,1,Qarlı,1,77
Babək,19,1,0,Dumanlı,1,100
Ziya Bünyadov,22,5,1,Yağışlı,0,51
Zərdabi,12,1,0,Dumanlı,0,40
Rəşid Behbudov,7,3,0,Qarlı,0,89
Tbilisi,15,1,0,Yağışlı,0,52
Zərdabi,6,1,0,Qarlı,0,41
Atatürk,19,1,0,Açıq,0,73
Neftçilər,18,0,0,Qarlı,0,100
Rəşid Behbudov,22,2,0,Yağışlı,0,41
Heydər Əliyev,7,6,1,Dumanlı,0,64
Rəşid Behbudov,3,4,0,Açıq,0,26
Heydər Əliyev,2,1,0,Qarlı,0,69
Ziya Bünyadov,4,2,0,Açıq,0,26
Zərdabi,22,4,0,Dumanlı,0,44
Rəşid Behbudov,14,2,0,Yağışlı,0,69
Rəşid Behbudov,4,1,0,Açıq,0,17
Rəşid Behbudov,17,2,0,Yağışlı,0,86
Atatürk,1,0,0,Açıq,2,51
Babək,5,6,1,Qarlı,0,42
Neftçilər,18,6,1,Dumanlı,0,40
Heydər Əliyev,12,2,0,Dumanlı,3,100
Qara Qarayev,2,1,0,Açıq,0,10
Rəşid Behbudov,6,0,0,Yağışlı,0,41
Zərdabi,10,5,1,Qarlı,0,68
Neftçilər,20,2,0,Dumanlı,0,86
Ziya Bünyadov,11,5,1,Yağışlı,0,77
Neftçilər,4,5,1,Açıq,1,45
Ziya Bünyadov,0,1,0,Qarlı,0,48
Rəşid Behbudov,5,4,0,Dumanlı,0,29
Rəşid Behbudov,9,0,0,Yağışlı,0,80
Ziya Bünyadov,13,4,0,Açıq,0,68
Heydər Əliyev,12,6,1,Yağışlı,0,66
Heydər Əliyev,19,0,0,Açıq,0,74
Qara Qarayev,15,3,0,Dumanlı,0,56
Ziya Bünyadov,20,3,0,Yağışlı,0,100
Heydər Əliyev,1,6,1,Açıq,0,25
Babək,10,2,0,Qarlı,0,85
Ziya Bünyadov,17,6,1,Dumanlı,1,74
Ziya Bünyadov,10,6,1,Qarlı,0,78
Zərdabi,9,5,1,Açıq,0,31
Zərdabi,10,2,0,Açıq,0,51
Qara Qarayev,6,3,0,Dumanlı,0,30
Heydər Əliyev,10,5,1,Qarlı,0,63
İstiqlaliyyət,20,5,1,Açıq,0,27
Babək,1,0,0,Yağışlı,0,34
Heydər Əliyev,13,5,1,Yağışlı,0,64
Babək,2,5,1,Qarlı,0,54
Ziya Bünyadov,16,5,1,Yağışlı,0,79
İstiqlaliyyət,11,3,0,Açıq,0,40
Heydər Əliyev,9,3,0,Yağışlı,0,96
Neftçilər,9,2,0,Yağışlı,0,92
Heydər Əliyev,9,0,0,Yağışlı,0,84
Rəşid Behbudov,18,0,0,Qarlı,1,100
Tbilisi,7,3,0,Açıq,0,71
Babək,13,0,0,Qarlı,0,75
Rəşid Behbudov,9,3,0,Yağışlı,0,97
Babək,19,4,0,Yağışlı,0,100
Qara Qarayev,18,1,0,Açıq,0,71
Babək,14,3,0,Yağışlı,0,54
Heydər Əliyev,21,0,0,Açıq,0,20
Qara Qarayev,19,2,0,Açıq,0,72
Tbilisi,19,4,0,Qarlı,0,100
İstiqlaliyyət,12,0,0,Açıq,0,40
Ziya Bünyadov,18,5,1,Yağışlı,1,93
Heydər Əliyev,3,5,1,Dumanlı,0,23
Neftçilər,13,5,1,Qarlı,0,74
Ziya Bünyadov,20,6,1,Dumanlı,0,53
Rəşid Behbudov,1,3,0,Açıq,0,23
Qara Qarayev,11,4,0,Dumanlı,0,44
İstiqlaliyyət,7,3,0,Dumanlı,1,100
Tbilisi,4,2,0,Açıq,0,26
Rəşid Behbudov,11,1,0,Yağışlı,0,67
Atatürk,18,2,0,Açıq,0,72
Heydər Əliyev,16,1,0,Dumanlı,0,48
Ziya Bünyadov,18,6,1,Qarlı,0,73
Atatürk,7,2,0,Yağışlı,0,82
Babək,9,1,0,Açıq,0,66
İstiqlaliyyət,2,0,0,Qarlı,1,64
Zərdabi,15,0,0,Açıq,0,41
Rəşid Behbudov,20,1,0,Qarlı,0,100
Rəşid Behbudov,17,2,0,Yağışlı,0,86
İstiqlaliyyət,19,4,0,Yağışlı,0,100
Atatürk,18,0,0,Qarlı,0,100
Atatürk,9,2,0,Dumanlı,0,71
Babək,11,0,0,Yağışlı,0,50
Atatürk,15,0,0,Açıq,0,41
Neftçilər,8,0,0,Qarlı,0,100
Babək,0,2,0,Yağışlı,1,47
Tbilisi,9,2,0,Qarlı,0,100
Neftçilər,2,0,0,Yağışlı,0,41
Rəşid Behbudov,7,3,0,Qarlı,0,100
Rəşid Behbudov,21,3,0,Qarlı,0,48
Qara Qarayev,0,6,1,Dumanlı,0,41
Qara Qarayev,16,5,1,Qarlı,0,78
Rəşid Behbudov,4,5,1,Açıq,0,21
Tbilisi,9,3,0,Açıq,0,58
Qara Qarayev,8,3,0,Yağışlı,0,95
Heydər Əliyev,8,6,1,Qarlı,0,83
Atatürk,12,1,0,Açıq,0,27
Neftçilər,15,3,0,Qarlı,0,65
Tbilisi,3,0,0,Yağışlı,0,42
Heydər Əliyev,23,0,0,Açıq,1,50
Zərdabi,10,0,0,Açıq,2,79
Ziya Bünyadov,4,3,0,Qarlı,0,55
Rəşid Behbudov,6,5,1,Qarlı,0,66
Neftçilər,8,5,1,Açıq,0,45
Qara Qarayev,2,5,1,Yağışlı,0,33
Heydər Əliyev,13,3,0,Açıq,0,47
Heydər Əliyev,10,2,0,Dumanlı,0,37
Zərdabi,4,6,1,Qarlı,0,48
Heydər Əliyev,18,1,0,Qarlı,0,100
Tbilisi,15,6,1,Açıq,0,22
Neftçilər,6,6,1,Yağışlı,0,44
Neftçilər,10,2,0,Açıq,0,37
İstiqlaliyyət,7,0,0,Yağışlı,0,84
Babək,16,1,0,Dumanlı,0,33
Ziya Bünyadov,21,1,0,Qarlı,0,67
Heydər Əliyev,9,0,0,Qarlı,0,100
Babək,17,1,0,Qarlı,0,100
Neftçilər,15,2,0,Qarlı,0,72
Tbilisi,23,2,0,Dumanlı,0,21
Qara Qarayev,15,6,1,Qarlı,0,79
Zərdabi,11,2,0,Yağışlı,0,62
Rəşid Behbudov,15,2,0,Dumanlı,0,52
İstiqlaliyyət,1,2,0,Dumanlı,0,42
Ziya Bünyadov,8,6,1,Qarlı,0,80
Neftçilər,21,3,0,Açıq,0,14
Neftçilər,2,1,0,Qarlı,0,51
Neftçilər,7,4,0,Qarlı,0,100
Atatürk,10,3,0,Açıq,1,50
Heydər Əliyev,7,2,0,Yağışlı,0,100
Ziya Bünyadov,2,1,0,Açıq,0,37
Atatürk,18,6,1,Yağışlı,0,66
Tbilisi,14,6,1,Açıq,0,31
Babək,14,6,1,Yağışlı,0,59
Tbilisi,23,5,1,Yağışlı,0,38
Tbilisi,14,1,0,Qarlı,0,63
Atatürk,23,5,1,Açıq,0,19
Rəşid Behbudov,12,4,0,Yağışlı,1,75
Rəşid Behbudov,5,1,0,Qarlı,0,62
Atatürk,13,0,0,Dumanlı,2,100
Rəşid Behbudov,17,3,0,Açıq,1,83
Heydər Əliyev,6,1,0,Yağışlı,0,40
Rəşid Behbudov,15,1,0,Dumanlı,0,48
Zərdabi,12,0,0,Açıq,0,33
Tbilisi,4,4,0,Açıq,1,44
Ziya Bünyadov,2,6,1,Açıq,0,31
Heydər Əliyev,8,2,0,Yağışlı,0,89
Heydər Əliyev,1,1,0,Dumanlı,2,76
Rəşid Behbudov,7,1,0,Qarlı,0,93
Babək,22,0,0,Yağışlı,0,39
Neftçilər,11,2,0,Açıq,1,71
Ziya Bünyadov,12,4,0,Qarlı,2,100
İstiqlaliyyət,13,4,0,Qarlı,0,61
Zərdabi,14,4,0,Yağışlı,0,77
Babək,2,0,0,Dumanlı,1,63
Ziya Bünyadov,0,0,0,Qarlı,0,64
Atatürk,3,2,0,Yağışlı,0,53
Rəşid Behbudov,21,4,0,Qarlı,0,61
Zərdabi,23,5,1,Qarlı,0,53
Atatürk,12,2,0,Yağışlı,2,99
Babək,21,3,0,Dumanlı,0,44
Rəşid Behbudov,7,1,0,Açıq,0,75
Rəşid Behbudov,21,6,1,Qarlı,0,60
İstiqlaliyyət,17,5,1,Qarlı,0,71
Rəşid Behbudov,11,1,0,Qarlı,0,72
Babək,8,2,0,Dumanlı,0,73
Ziya Bünyadov,4,3,0,Qarlı,2,100
Ziya Bünyadov,23,1,0,Açıq,0,29
Neftçilər,8,6,1,Yağışlı,0,61
Babək,6,0,0,Yağışlı,0,49
Neftçilər,9,0,0,Dumanlı,0,90
Babək,21,0,0,Yağışlı,0,37
Neftçilər,17,3,0,Açıq,1,89
Babək,21,0,0,Yağışlı,1,58
Babək,16,3,0,Qarlı,0,77
Zərdabi,6,3,0,Açıq,0,25
Atatürk,17,3,0,Açıq,1,100
Atatürk,9,1,0,Açıq,0,68
Ziya Bünyadov,6,4,0,Dumanlı,0,39
Tbilisi,16,6,1,Qarlı,0,73
Atatürk,10,6,1,Yağışlı,0,59
İstiqlaliyyət,13,5,1,Açıq,0,50
Babək,21,1,0,Qarlı,0,63
Ziya Bünyadov,0,5,1,Dumanlı,2,66
Zərdabi,13,4,0,Dumanlı,0,71
İstiqlaliyyət,12,0,0,Yağışlı,0,61
Ziya Bünyadov,4,5,1,Açıq,1,48
Ziya Bünyadov,5,2,0,Açıq,0,30
Zərdabi,8,3,0,Açıq,0,83
İstiqlaliyyət,4,5,1,Qarlı,0,66
Neftçilər,22,1,0,Açıq,0,10
Heydər Əliyev,11,1,0,Açıq,0,27
Qara Qarayev,17,3,0,Açıq,1,99
Atatürk,13,4,0,Dumanlı,0,43
Qara Qarayev,12,6,1,Qarlı,0,77
Ziya Bünyadov,13,4,0,Dumanlı,0,60
Zərdabi,6,0,0,Dumanlı,1,56
Tbilisi,12,1,0,Yağışlı,1,61
Qara Qarayev,15,2,0,Yağışlı,0,50
Atatürk,6,1,0,Yağışlı,0,50
Ziya Bünyadov,3,0,0,Açıq,0,27
Atatürk,3,6,1,Dumanlı,0,39
Tbilisi,14,2,0,Açıq,0,46
Atatürk,4,3,0,Dumanlı,0,29
Ziya Bünyadov,9,2,0,Qarlı,1,100
Babək,19,3,0,Qarlı,1,100
Ziya Bünyadov,22,2,0,Qarlı,0,67
Qara Qarayev,8,0,0,Dumanlı,0,83
Heydər Əliyev,18,6,1,Yağışlı,0,59
Heydər Əliyev,21,3,0,Açıq,0,26
Heydər Əliyev,20,1,0,Açıq,0,86
Qara Qarayev,6,2,0,Dumanlı,0,34
Neftçilər,0,6,1,Dumanlı,0,27
Neftçilər,5,1,0,Açıq,0,20
Rəşid Behbudov,14,6,1,Dumanlı,0,45
Qara Qarayev,15,2,0,Yağışlı,0,62
Tbilisi,3,0,0,Yağışlı,0,39
Rəşid Behbudov,15,6,1,Açıq,0,34
Babək,15,3,0,Açıq,0,39
Rəşid Behbudov,11,5,1,Yağışlı,0,55
Rəşid Behbudov,20,0,0,Açıq,0,58
Zərdabi,17,1,0,Açıq,0,57
İstiqlaliyyət,5,1,0,Qarlı,0,56
Rəşid Behbudov,20,1,0,Yağışlı,0,78
Heydər Əliyev,7,4,0,Dumanlı,0,84
Rəşid Behbudov,21,5,1,Qarlı,0,52
Rəşid Behbudov,3,3,0,Yağışlı,0,34
Tbilisi,1,3,0,Açıq,2,62
Tbilisi,13,2,0,Qarlı,0,88
Qara Qarayev,7,4,0,Dumanlı,1,98
Heydər Əliyev,5,3,0,Dumanlı,0,21
Atatürk,11,4,0,Açıq,1,60
Babək,2,0,0,Yağışlı,0,39
Atatürk,1,0,0,Yağışlı,0,45
Ziya Bünyadov,22,1,0,Açıq,0,29
Qara Qarayev,11,4,0,Açıq,0,32
Neftçilər,9,5,1,Dumanlı,0,54
Neftçilər,7,2,0,Yağışlı,0,79
Heydər Əliyev,18,4,0,Dumanlı,0,73
Atatürk,4,1,0,Dumanlı,0,36
Tbilisi,20,0,0,Yağışlı,0,93
İstiqlaliyyət,8,2,0,Açıq,1,99
İstiqlaliyyət,12,0,0,Dumanlı,0,43
İstiqlaliyyət,9,0,0,Dumanlı,0,80
Tbilisi,21,4,0,Yağışlı,1,51
Neftçilər,14,3,0,Açıq,0,33
Tbilisi,4,0,0,Dumanlı,0,37
Tbilisi,7,1,0,Açıq,0,67
Ziya Bünyadov,13,6,1,Yağışlı,0,73
Zərdabi,11,6,1,Açıq,1,66
Zərdabi,12,1,0,Dumanlı,0,74
Atatürk,10,3,0,Qarlı,0,92
Zərdabi,8,0,0,Yağışlı,0,74
Heydər Əliyev,21,1,0,Qarlı,0,51
Zərdabi,19,5,1,Qarlı,0,77
Ziya Bünyadov,18,1,0,Açıq,1,100
Qara Qarayev,6,1,0,Yağışlı,0,33
Neftçilər,16,0,0,Qarlı,0,67
Babək,1,1,0,Dumanlı,2,67
Babək,20,2,0,Qarlı,0,100
Babək,2,5,1,Yağışlı,0,45
Heydər Əliyev,13,0,0,Yağışlı,0,57
Neftçilər,7,3,0,Yağışlı,0,90
İstiqlaliyyət,6,0,0,Dumanlı,2,67
Atatürk,8,2,0,Qarlı,0,100
Qara Qarayev,0,0,0,Qarlı,0,52
Qara Qarayev,4,0,0,Yağışlı,0,39
Qara Qarayev,1,4,0,Qarlı,0,63
Tbilisi,19,1,0,Açıq,0,53
Babək,22,1,0,Dumanlı,0,27
Qara Qarayev,5,6,1,Dumanlı,0,40
Zərdabi,21,1,0,Açıq,0,15
Zərdabi,20,4,0,Dumanlı,0,80
İstiqlaliyyət,5,0,0,Qarlı,0,46
Neftçilər,0,2,0,Yağışlı,0,47
Tbilisi,16,1,0,Açıq,0,41
Tbilisi,4,4,0,Qarlı,1,77
Zərdabi,2,5,1,Qarlı,0,57
Babək,4,0,0,Dumanlı,1,49
Babək,8,1,0,Dumanlı,0,85
Atatürk,14,2,0,Qarlı,0,85
Ziya Bünyadov,10,3,0,Dumanlı,0,60
Qara Qarayev,7,5,1,Açıq,0,21
Zərdabi,13,3,0,Dumanlı,0,67
Heydər Əliyev,19,1,0,Yağışlı,0,81
Neftçilər,3,3,0,Dumanlı,0,23
Babək,2,0,0,Qarlı,0,57
Tbilisi,1,3,0,Yağışlı,1,53
Rəşid Behbudov,22,0,0,Yağışlı,0,42
Zərdabi,12,5,1,Açıq,0,32
Rəşid Behbudov,4,4,0,Dumanlı,0,31
Rəşid Behbudov,18,0,0,Dumanlı,0,86
Atatürk,0,0,0,Dumanlı,0,21
Heydər Əliyev,6,5,1,Açıq,0,12
Qara Qarayev,11,3,0,Açıq,0,52
Rəşid Behbudov,19,0,0,Yağışlı,2,100
İstiqlaliyyət,1,0,0,Açıq,0,22
İstiqlaliyyət,3,4,0,Qarlı,0,53
Neftçilər,3,6,1,Yağışlı,0,45
Rəşid Behbudov,4,3,0,Yağışlı,2,93
Rəşid Behbudov,16,0,0,Qarlı,0,64
Heydər Əliyev,7,3,0,Açıq,0,70
İstiqlaliyyət,8,6,1,Dumanlı,0,34
Babək,5,2,0,Dumanlı,0,32
Atatürk,4,5,1,Qarlı,0,55
Heydər Əliyev,7,3,0,Yağışlı,0,95
Rəşid Behbudov,19,1,0,Açıq,0,73
Neftçilər,0,5,1,Qarlı,0,65
İstiqlaliyyət,4,0,0,Açıq,1,41
Heydər Əliyev,0,6,1,Yağışlı,0,37
Qara Qarayev,9,0,0,Yağışlı,0,87
Rəşid Behbudov,23,2,0,Yağışlı,0,29
Atatürk,22,4,0,Açıq,0,28
Tbilisi,20,2,0,Dumanlı,0,72
Tbilisi,2,0,0,Qarlı,1,75
Babək,0,2,0,Yağışlı,1,50
Zərdabi,6,1,0,Açıq,0,19
Babək,12,5,1,Yağışlı,1,75
Babək,15,6,1,Qarlı,0,75
Heydər Əliyev,5,2,0,Açıq,1,41
Rəşid Behbudov,19,6,1,Qarlı,0,69
Qara Qarayev,14,5,1,Qarlı,2,100
Zərdabi,4,3,0,Yağışlı,0,34
Babək,7,1,0,Yağışlı,0,94
Rəşid Behbudov,21,2,0,Açıq,0,12
Ziya Bünyadov,20,6,1,Yağışlı,0,65
Zərdabi,1,0,0,Yağışlı,0,43
Qara Qarayev,10,5,1,Yağışlı,1,71
Zərdabi,12,3,0,Dumanlı,0,54
Babək,19,4,0,Dumanlı,0,97
Babək,13,5,1,Yağışlı,0,47
Qara Qarayev,4,0,0,Açıq,2,59
Heydər Əliyev,19,0,0,Dumanlı,0,69
Zərdabi,0,6,1,Yağışlı,1,44
Qara Qarayev,5,5,1,Açıq,0,30
Rəşid Behbudov,7,1,0,Qarlı,0,100
Heydər Əliyev,20,3,0,Açıq,0,67
Ziya Bünyadov,4,6,1,Açıq,0,32
İstiqlaliyyət,22,2,0,Dumanlı,0,36
Babək,3,2,0,Dumanlı,0,27
Tbilisi,23,3,0,Yağışlı,0,51
Ziya Bünyadov,3,6,1,Qarlı,0,57
Zərdabi,13,6,1,Dumanlı,0,53
Heydər Əliyev,21,2,0,Açıq,1,45
Neftçilər,9,4,0,Açıq,0,62
Qara Qarayev,1,2,0,Yağışlı,0,48
İstiqlaliyyət,2,6,1,Yağışlı,0,37
Heydər Əliyev,9,3,0,Qarlı,0,95
İstiqlaliyyət,18,6,1,Qarlı,0,69
Rəşid Behbudov,11,5,1,Yağışlı,0,67
Qara Qarayev,19,0,0,Yağışlı,1,100
Qara Qarayev,13,5,1,Dumanlı,0,56
Neftçilər,7,0,0,Qarlı,0,100
İstiqlaliyyət,1,2,0,Açıq,0,28
Rəşid Behbudov,1,0,0,Açıq,0,11
İstiqlaliyyət,6,0,0,Qarlı,0,48
İstiqlaliyyət,17,2,0,Açıq,0,56
İstiqlaliyyət,13,5,1,Yağışlı,0,43
Rəşid Behbudov,15,3,0,Dumanlı,0,67
Neftçilər,8,0,0,Açıq,0,67
Heydər Əliyev,21,3,0,Dumanlı,0,25
Babək,4,6,1,Yağışlı,0,44
Ziya Bünyadov,1,2,0,Qarlı,0,58
Ziya Bünyadov,19,4,0,Yağışlı,0,86
Tbilisi,16,0,0,Açıq,0,36
Heydər Əliyev,6,6,1,Dumanlı,0,30
Qara Qarayev,2,6,1,Qarlı,2,98
Qara Qarayev,14,6,1,Qarlı,0,84
İstiqlaliyyət,4,2,0,Yağışlı,0,30
